airline_code,ticket_price,airline_name,from_city,to_city,from_date,to_date,crawl_date
AI,1005.83,Air India,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
SV,3494.39,Saudia,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
QF,5621.31,Qantas Airways,MUC,BOM,2020-01-09,2020-01-29,2020-01-02
AF,505.12,Air France,MUC,BOM,2020-01-17,2020-02-06,2020-01-02
MS,520.51,Egypt Air,MUC,BOM,2020-01-17,2020-02-06,2020-01-02
KL,527.0,KLM Royal Dutch Airlines,MUC,BOM,2020-01-17,2020-02-06,2020-01-02
WY,607.99,Oman Air,MUC,BOM,2020-01-17,2020-02-06,2020-01-02
EY,619.54,Etihad,MUC,BOM,2020-01-17,2020-02-06,2020-01-02
LX,627.1,Swiss Air,MUC,BOM,2020-01-17,2020-02-06,2020-01-02
LH,667.6,Lufthansa,MUC,BOM,2020-01-17,2020-02-06,2020-01-02
BA,670.36,British Airways,MUC,BOM,2020-01-17,2020-02-06,2020-01-02
EK,679.55,Emirates,MUC,BOM,2020-01-17,2020-02-06,2020-01-02
QR,723.57,Qatar Airways,MUC,BOM,2020-01-17,2020-02-06,2020-01-02
TK,869.89,Turkish Airlines,MUC,BOM,2020-01-17,2020-02-06,2020-01-02
AZ,967.09,Alitalia,MUC,BOM,2020-01-17,2020-02-06,2020-01-02
QF,7750.55,Qantas Airways,MUC,BOM,2020-01-17,2020-02-06,2020-01-02
KL,589.48,KLM Royal Dutch Airlines,MUC,BOM,2020-02-01,2020-02-21,2020-01-02
LX,627.1,Swiss Air,MUC,BOM,2020-02-01,2020-02-21,2020-01-02
WY,627.99,Oman Air,MUC,BOM,2020-02-01,2020-02-21,2020-01-02
EK,638.55,Emirates,MUC,BOM,2020-02-01,2020-02-21,2020-01-02
BA,670.36,British Airways,MUC,BOM,2020-02-01,2020-02-21,2020-01-02
TK,714.89,Turkish Airlines,MUC,BOM,2020-02-01,2020-02-21,2020-01-02
LH,727.04,Lufthansa,MUC,BOM,2020-02-01,2020-02-21,2020-01-02
KU,735.31,Kuwait Airways,MUC,BOM,2020-02-01,2020-02-21,2020-01-02
QR,763.57,Qatar Airways,MUC,BOM,2020-02-01,2020-02-21,2020-01-02
CA,817.09,Air China,MUC,BOM,2020-02-01,2020-02-21,2020-01-02
AZ,982.09,Alitalia,MUC,BOM,2020-02-01,2020-02-21,2020-01-02
AI,1005.89,Air India,MUC,BOM,2020-02-01,2020-02-21,2020-01-02
AF,4669.41,Air France,MUC,BOM,2020-02-01,2020-02-21,2020-01-02
QF,7750.55,Qantas Airways,MUC,BOM,2020-02-01,2020-02-21,2020-01-02
CA,472.09,Air China,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
KL,526.48,KLM Royal Dutch Airlines,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
AF,526.6,Air France,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
TK,544.89,Turkish Airlines,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
WY,587.99,Oman Air,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
EK,618.55,Emirates,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
LH,626.89,Lufthansa,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
MS,656.51,Egypt Air,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
EY,660.54,Etihad,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
KU,687.31,Kuwait Airways,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
BA,734.36,British Airways,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
QR,763.57,Qatar Airways,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
LX,766.39,Swiss Air,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
AZ,967.09,Alitalia,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
AI,1005.89,Air India,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
UL,1643.55,Sri Lankan Airlines,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
QF,7750.55,Qantas Airways,MUC,BOM,2020-03-02,2020-03-22,2020-01-02
AF,523.06,Air France,MUC,BOM,2020-04-01,2020-04-21,2020-01-02
KL,524.03,KLM Royal Dutch Airlines,MUC,BOM,2020-04-01,2020-04-21,2020-01-02
WY,605.93,Oman Air,MUC,BOM,2020-04-01,2020-04-21,2020-01-02
LX,645.04,Swiss Air,MUC,BOM,2020-04-01,2020-04-21,2020-01-02
LH,645.54,Lufthansa,MUC,BOM,2020-04-01,2020-04-21,2020-01-02
EK,738.49,Emirates,MUC,BOM,2020-04-01,2020-04-21,2020-01-02
TK,742.83,Turkish Airlines,MUC,BOM,2020-04-01,2020-04-21,2020-01-02
BA,790.98,British Airways,MUC,BOM,2020-04-01,2020-04-21,2020-01-02
QR,811.51,Qatar Airways,MUC,BOM,2020-04-01,2020-04-21,2020-01-02
EY,825.48,Etihad,MUC,BOM,2020-04-01,2020-04-21,2020-01-02
UL,900.49,Sri Lankan Airlines,MUC,BOM,2020-04-01,2020-04-21,2020-01-02
AI,1128.83,Air India,MUC,BOM,2020-04-01,2020-04-21,2020-01-02
QF,7768.49,Qantas Airways,MUC,BOM,2020-04-01,2020-04-21,2020-01-02
SU,570.9,Aeroflot,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
LO,577.21,LOT Polish Airlines,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
AY,648.78,Finn Air,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
LX,656.32,Swiss Air,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
AZ,674.36,Alitalia,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
WY,688.92,Oman Air,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
KL,695.41,KLM Royal Dutch Airlines,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
TK,737.82,Turkish Airlines,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
EY,837.47,Etihad,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
OS,859.44,Austrian Airlines,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
LH,860.82,Lufthansa,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
EK,865.48,Emirates,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
AF,877.46,Air France,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
QR,911.75,Qatar Airways,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
AI,992.82,Air India,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
CA,1929.02,Air China,MUC,DEL,2020-01-03,2020-01-23,2020-01-02
KL,452.41,KLM Royal Dutch Airlines,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
AF,452.53,Air France,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
AY,528.78,Finn Air,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
AZ,559.36,Alitalia,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
WY,567.92,Oman Air,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
EY,574.47,Etihad,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
EK,598.48,Emirates,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
LX,617.03,Swiss Air,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
SU,630.9,Aeroflot,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
LH,697.53,Lufthansa,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
KU,728.24,Kuwait Airways,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
TK,762.82,Turkish Airlines,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
QR,797.5,Qatar Airways,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
AI,952.82,Air India,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
PS,1266.45,Ukraine International Airlines,MUC,DEL,2020-01-09,2020-01-29,2020-01-02
KL,452.47,KLM Royal Dutch Airlines,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
AY,528.42,Finn Air,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
LO,562.25,LOT Polish Airlines,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
SU,570.96,Aeroflot,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
AF,574.59,Air France,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
WY,587.98,Oman Air,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
EY,594.53,Etihad,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
LX,616.38,Swiss Air,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
EK,618.54,Emirates,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
LH,655.88,Lufthansa,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
CA,684.08,Air China,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
AZ,734.42,Alitalia,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
OS,754.95,Austrian Airlines,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
TK,767.88,Turkish Airlines,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
QR,797.56,Qatar Airways,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
AI,945.02,Air India,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
PS,1631.85,Ukraine International Airlines,MUC,DEL,2020-01-17,2020-02-06,2020-01-02
KL,452.41,KLM Royal Dutch Airlines,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
AY,528.78,Finn Air,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
AF,574.53,Air France,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
SU,610.9,Aeroflot,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
EK,638.48,Emirates,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
AZ,647.36,Alitalia,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
LX,647.63,Swiss Air,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
EY,660.47,Etihad,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
LH,687.13,Lufthansa,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
WY,719.92,Oman Air,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
TK,767.82,Turkish Airlines,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
KU,780.24,Kuwait Airways,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
QR,837.5,Qatar Airways,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
AI,945.41,Air India,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
PS,1066.45,Ukraine International Airlines,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
LO,3533.45,LOT Polish Airlines,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
CA,6243.46,Air China,MUC,DEL,2020-02-01,2020-02-21,2020-01-02
KL,452.41,KLM Royal Dutch Airlines,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
AF,452.53,Air France,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
AY,528.78,Finn Air,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
TK,566.82,Turkish Airlines,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
SU,610.9,Aeroflot,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
WY,623.92,Oman Air,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
LH,637.68,Lufthansa,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
LX,657.03,Swiss Air,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
KU,697.24,Kuwait Airways,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
AZ,704.42,Alitalia,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
EY,710.47,Etihad,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
EK,720.48,Emirates,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
OS,756.15,Austrian Airlines,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
QR,840.75,Qatar Airways,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
AI,934.25,Air India,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
CA,6243.46,Air China,MUC,DEL,2020-03-02,2020-03-22,2020-01-02
KL,513.59,KLM Royal Dutch Airlines,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
AF,522.03,Air France,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
AY,546.78,Finn Air,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
AZ,620.42,Alitalia,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
SU,623.85,Aeroflot,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
WY,641.92,Oman Air,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
LH,665.13,Lufthansa,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
LX,665.63,Swiss Air,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
TK,729.82,Turkish Airlines,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
EK,739.48,Emirates,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
OS,803.75,Austrian Airlines,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
EY,825.47,Etihad,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
QR,885.5,Qatar Airways,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
AI,970.82,Air India,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
LO,3551.45,LOT Polish Airlines,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
QF,7755.48,Qantas Airways,MUC,DEL,2020-04-01,2020-04-21,2020-01-02
BA,756.35,British Airways,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
KL,797.47,KLM Royal Dutch Airlines,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
AF,822.42,Air France,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
LX,868.09,Swiss Air,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
EK,926.54,Emirates,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
QR,939.56,Qatar Airways,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
EY,942.53,Etihad,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
WY,957.98,Oman Air,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
LH,960.03,Lufthansa,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
TG,1114.12,Thai Airways,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
AZ,1160.08,Alitalia,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
UL,1293.54,Sri Lankan Airlines,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
TK,1402.88,Turkish Airlines,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
SQ,1542.88,Singapore Airlines,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
QF,8339.54,Qantas Airways,MUC,BLR,2020-01-03,2020-01-23,2020-01-02
SV,576.44,Saudia,MUC,BLR,2020-01-09,2020-01-29,2020-01-02
EY,662.59,Etihad,MUC,BLR,2020-01-09,2020-01-29,2020-01-02
EK,689.6,Emirates,MUC,BLR,2020-01-09,2020-01-29,2020-01-02
BA,756.41,British Airways,MUC,BLR,2020-01-09,2020-01-29,2020-01-02
WY,848.04,Oman Air,MUC,BLR,2020-01-09,2020-01-29,2020-01-02
LX,868.15,Swiss Air,MUC,BLR,2020-01-09,2020-01-29,2020-01-02
QR,903.62,Qatar Airways,MUC,BLR,2020-01-09,2020-01-29,2020-01-02
LH,960.09,Lufthansa,MUC,BLR,2020-01-09,2020-01-29,2020-01-02
TK,970.94,Turkish Airlines,MUC,BLR,2020-01-09,2020-01-29,2020-01-02
TG,999.18,Thai Airways,MUC,BLR,2020-01-09,2020-01-29,2020-01-02
SQ,1117.94,Singapore Airlines,MUC,BLR,2020-01-09,2020-01-29,2020-01-02
AZ,1145.14,Alitalia,MUC,BLR,2020-01-09,2020-01-29,2020-01-02
AF,2361.22,Air France,MUC,BLR,2020-01-09,2020-01-29,2020-01-02
QF,8339.6,Qantas Airways,MUC,BLR,2020-01-09,2020-01-29,2020-01-02
KL,542.47,KLM Royal Dutch Airlines,MUC,BLR,2020-01-17,2020-02-06,2020-01-02
AF,542.59,Air France,MUC,BLR,2020-01-17,2020-02-06,2020-01-02
EY,682.53,Etihad,MUC,BLR,2020-01-17,2020-02-06,2020-01-02
EK,709.54,Emirates,MUC,BLR,2020-01-17,2020-02-06,2020-01-02
BA,756.35,British Airways,MUC,BLR,2020-01-17,2020-02-06,2020-01-02
LH,835.03,Lufthansa,MUC,BLR,2020-01-17,2020-02-06,2020-01-02
WY,867.98,Oman Air,MUC,BLR,2020-01-17,2020-02-06,2020-01-02
LX,868.09,Swiss Air,MUC,BLR,2020-01-17,2020-02-06,2020-01-02
QR,903.56,Qatar Airways,MUC,BLR,2020-01-17,2020-02-06,2020-01-02
TK,921.95,Turkish Airlines,MUC,BLR,2020-01-17,2020-02-06,2020-01-02
SQ,977.88,Singapore Airlines,MUC,BLR,2020-01-17,2020-02-06,2020-01-02
TG,999.12,Thai Airways,MUC,BLR,2020-01-17,2020-02-06,2020-01-02
AZ,1160.08,Alitalia,MUC,BLR,2020-01-17,2020-02-06,2020-01-02
QF,8339.54,Qantas Airways,MUC,BLR,2020-01-17,2020-02-06,2020-01-02
UL,699.54,Sri Lankan Airlines,MUC,BLR,2020-02-01,2020-02-21,2020-01-02
EY,720.17,Etihad,MUC,BLR,2020-02-01,2020-02-21,2020-01-02
EK,729.54,Emirates,MUC,BLR,2020-02-01,2020-02-21,2020-01-02
BA,808.35,British Airways,MUC,BLR,2020-02-01,2020-02-21,2020-01-02
LH,835.03,Lufthansa,MUC,BLR,2020-02-01,2020-02-21,2020-01-02
WY,887.98,Oman Air,MUC,BLR,2020-02-01,2020-02-21,2020-01-02
QR,943.56,Qatar Airways,MUC,BLR,2020-02-01,2020-02-21,2020-01-02
TG,999.12,Thai Airways,MUC,BLR,2020-02-01,2020-02-21,2020-01-02
SQ,1077.88,Singapore Airlines,MUC,BLR,2020-02-01,2020-02-21,2020-01-02
TK,1079.88,Turkish Airlines,MUC,BLR,2020-02-01,2020-02-21,2020-01-02
AZ,1175.08,Alitalia,MUC,BLR,2020-02-01,2020-02-21,2020-01-02
AF,2376.16,Air France,MUC,BLR,2020-02-01,2020-02-21,2020-01-02
QF,8339.54,Qantas Airways,MUC,BLR,2020-02-01,2020-02-21,2020-01-02
SV,576.38,Saudia,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
KL,604.89,KLM Royal Dutch Airlines,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
AF,605.01,Air France,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
UL,623.54,Sri Lankan Airlines,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
EY,682.53,Etihad,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
TK,690.88,Turkish Airlines,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
EK,709.54,Emirates,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
QR,735.56,Qatar Airways,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
BA,808.35,British Airways,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
WY,847.98,Oman Air,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
LH,918.57,Lufthansa,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
AI,952.26,Air India,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
TG,999.12,Thai Airways,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
AZ,1160.14,Alitalia,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
QF,8339.54,Qantas Airways,MUC,BLR,2020-03-02,2020-03-22,2020-01-02
AF,564.06,Air France,MUC,BLR,2020-04-01,2020-04-21,2020-01-02
KL,565.03,KLM Royal Dutch Airlines,MUC,BLR,2020-04-01,2020-04-21,2020-01-02
UL,708.92,Sri Lankan Airlines,MUC,BLR,2020-04-01,2020-04-21,2020-01-02
LH,751.72,Lufthansa,MUC,BLR,2020-04-01,2020-04-21,2020-01-02
BA,809.41,British Airways,MUC,BLR,2020-04-01,2020-04-21,2020-01-02
EK,838.92,Emirates,MUC,BLR,2020-04-01,2020-04-21,2020-01-02
WY,868.36,Oman Air,MUC,BLR,2020-04-01,2020-04-21,2020-01-02
TG,877.5,Thai Airways,MUC,BLR,2020-04-01,2020-04-21,2020-01-02
EY,966.91,Etihad,MUC,BLR,2020-04-01,2020-04-21,2020-01-02
QR,994.94,Qatar Airways,MUC,BLR,2020-04-01,2020-04-21,2020-01-02
SQ,1028.26,Singapore Airlines,MUC,BLR,2020-04-01,2020-04-21,2020-01-02
QF,8359.92,Qantas Airways,MUC,BLR,2020-04-01,2020-04-21,2020-01-02
BA,753.71,British Airways,MUC,MAA,2020-01-04,2020-01-24,2020-01-03
WY,788.62,Oman Air,MUC,MAA,2020-01-04,2020-01-24,2020-01-03
EK,890.18,Emirates,MUC,MAA,2020-01-04,2020-01-24,2020-01-03
EY,906.17,Etihad,MUC,MAA,2020-01-04,2020-01-24,2020-01-03
LH,931.98,Lufthansa,MUC,MAA,2020-01-04,2020-01-24,2020-01-03
TG,1106.76,Thai Airways,MUC,MAA,2020-01-04,2020-01-24,2020-01-03
SQ,1260.52,Singapore Airlines,MUC,MAA,2020-01-04,2020-01-24,2020-01-03
TK,1529.52,Turkish Airlines,MUC,MAA,2020-01-04,2020-01-24,2020-01-03
QR,1576.45,Qatar Airways,MUC,MAA,2020-01-04,2020-01-24,2020-01-03
UL,1629.18,Sri Lankan Airlines,MUC,MAA,2020-01-04,2020-01-24,2020-01-03
QF,8572.18,Qantas Airways,MUC,MAA,2020-01-04,2020-01-24,2020-01-03
EK,659.18,Emirates,MUC,MAA,2020-01-10,2020-01-30,2020-01-03
WY,667.62,Oman Air,MUC,MAA,2020-01-10,2020-01-30,2020-01-03
UL,737.18,Sri Lankan Airlines,MUC,MAA,2020-01-10,2020-01-30,2020-01-03
BA,741.99,British Airways,MUC,MAA,2020-01-10,2020-01-30,2020-01-03
EY,778.17,Etihad,MUC,MAA,2020-01-10,2020-01-30,2020-01-03
QR,804.2,Qatar Airways,MUC,MAA,2020-01-10,2020-01-30,2020-01-03
LH,811.98,Lufthansa,MUC,MAA,2020-01-10,2020-01-30,2020-01-03
TG,991.76,Thai Airways,MUC,MAA,2020-01-10,2020-01-30,2020-01-03
KL,1076.77,KLM Royal Dutch Airlines,MUC,MAA,2020-01-10,2020-01-30,2020-01-03
TK,1090.52,Turkish Airlines,MUC,MAA,2020-01-10,2020-01-30,2020-01-03
SQ,1110.52,Singapore Airlines,MUC,MAA,2020-01-10,2020-01-30,2020-01-03
QF,8572.18,Qantas Airways,MUC,MAA,2020-01-10,2020-01-30,2020-01-03
EK,679.24,Emirates,MUC,MAA,2020-01-18,2020-02-07,2020-01-03
UL,692.24,Sri Lankan Airlines,MUC,MAA,2020-01-18,2020-02-07,2020-01-03
EY,697.87,Etihad,MUC,MAA,2020-01-18,2020-02-07,2020-01-03
WY,698.68,Oman Air,MUC,MAA,2020-01-18,2020-02-07,2020-01-03
LH,743.82,Lufthansa,MUC,MAA,2020-01-18,2020-02-07,2020-01-03
BA,765.05,British Airways,MUC,MAA,2020-01-18,2020-02-07,2020-01-03
QR,844.26,Qatar Airways,MUC,MAA,2020-01-18,2020-02-07,2020-01-03
SQ,970.58,Singapore Airlines,MUC,MAA,2020-01-18,2020-02-07,2020-01-03
TG,1049.82,Thai Airways,MUC,MAA,2020-01-18,2020-02-07,2020-01-03
TK,1152.58,Turkish Airlines,MUC,MAA,2020-01-18,2020-02-07,2020-01-03
QF,8572.24,Qantas Airways,MUC,MAA,2020-01-18,2020-02-07,2020-01-03
EK,659.24,Emirates,MUC,MAA,2020-02-02,2020-02-22,2020-01-03
WY,678.68,Oman Air,MUC,MAA,2020-02-02,2020-02-22,2020-01-03
UL,692.24,Sri Lankan Airlines,MUC,MAA,2020-02-02,2020-02-22,2020-01-03
LH,743.82,Lufthansa,MUC,MAA,2020-02-02,2020-02-22,2020-01-03
EY,788.23,Etihad,MUC,MAA,2020-02-02,2020-02-22,2020-01-03
BA,828.05,British Airways,MUC,MAA,2020-02-02,2020-02-22,2020-01-03
QR,844.26,Qatar Airways,MUC,MAA,2020-02-02,2020-02-22,2020-01-03
TK,936.58,Turkish Airlines,MUC,MAA,2020-02-02,2020-02-22,2020-01-03
TG,991.82,Thai Airways,MUC,MAA,2020-02-02,2020-02-22,2020-01-03
SQ,1110.58,Singapore Airlines,MUC,MAA,2020-02-02,2020-02-22,2020-01-03
QF,8572.24,Qantas Airways,MUC,MAA,2020-02-02,2020-02-22,2020-01-03
UL,616.18,Sri Lankan Airlines,MUC,MAA,2020-03-03,2020-03-23,2020-01-03
EK,639.18,Emirates,MUC,MAA,2020-03-03,2020-03-23,2020-01-03
WY,653.62,Oman Air,MUC,MAA,2020-03-03,2020-03-23,2020-01-03
TK,681.52,Turkish Airlines,MUC,MAA,2020-03-03,2020-03-23,2020-01-03
LH,709.21,Lufthansa,MUC,MAA,2020-03-03,2020-03-23,2020-01-03
BA,741.99,British Airways,MUC,MAA,2020-03-03,2020-03-23,2020-01-03
EY,748.17,Etihad,MUC,MAA,2020-03-03,2020-03-23,2020-01-03
QR,804.2,Qatar Airways,MUC,MAA,2020-03-03,2020-03-23,2020-01-03
SQ,970.52,Singapore Airlines,MUC,MAA,2020-03-03,2020-03-23,2020-01-03
TG,991.76,Thai Airways,MUC,MAA,2020-03-03,2020-03-23,2020-01-03
QF,8572.18,Qantas Airways,MUC,MAA,2020-03-03,2020-03-23,2020-01-03
WY,671.62,Oman Air,MUC,MAA,2020-04-02,2020-04-22,2020-01-03
LH,714.53,Lufthansa,MUC,MAA,2020-04-02,2020-04-22,2020-01-03
EK,790.18,Emirates,MUC,MAA,2020-04-02,2020-04-22,2020-01-03
BA,855.67,British Airways,MUC,MAA,2020-04-02,2020-04-22,2020-01-03
TG,867.76,Thai Airways,MUC,MAA,2020-04-02,2020-04-22,2020-01-03
QR,892.2,Qatar Airways,MUC,MAA,2020-04-02,2020-04-22,2020-01-03
SQ,1048.52,Singapore Airlines,MUC,MAA,2020-04-02,2020-04-22,2020-01-03
KL,1144.95,KLM Royal Dutch Airlines,MUC,MAA,2020-04-02,2020-04-22,2020-01-03
UL,1161.18,Sri Lankan Airlines,MUC,MAA,2020-04-02,2020-04-22,2020-01-03
EY,1178.17,Etihad,MUC,MAA,2020-04-02,2020-04-22,2020-01-03
NH,1214.58,All Nippon Airways,MUC,MAA,2020-04-02,2020-04-22,2020-01-03
QF,8590.18,Qantas Airways,MUC,MAA,2020-04-02,2020-04-22,2020-01-03
TK,772.78,Turkish Airlines,MUC,CCU,2020-01-04,2020-01-24,2020-01-03
QR,900.46,Qatar Airways,MUC,CCU,2020-01-04,2020-01-24,2020-01-03
KL,916.37,KLM Royal Dutch Airlines,MUC,CCU,2020-01-04,2020-01-24,2020-01-03
TG,957.37,Thai Airways,MUC,CCU,2020-01-04,2020-01-24,2020-01-03
EY,1048.43,Etihad,MUC,CCU,2020-01-04,2020-01-24,2020-01-03
EK,1063.44,Emirates,MUC,CCU,2020-01-04,2020-01-24,2020-01-03
LH,1064.85,Lufthansa,MUC,CCU,2020-01-04,2020-01-24,2020-01-03
MU,1067.1,China Eastern Airlines,MUC,CCU,2020-01-04,2020-01-24,2020-01-03
AI,1115.14,Air India,MUC,CCU,2020-01-04,2020-01-24,2020-01-03
BA,1267.97,British Airways,MUC,CCU,2020-01-04,2020-01-24,2020-01-03
SQ,1354.78,Singapore Airlines,MUC,CCU,2020-01-04,2020-01-24,2020-01-03
UL,1648.44,Sri Lankan Airlines,MUC,CCU,2020-01-04,2020-01-24,2020-01-03
